user_id,signed_up,verified_email,completed_personal_details,submitted_kyc_id,passed_liveness_check,completed_first_transfer_setup,country,device,account_type
67,1,1,1,0,0,0,UK,desktop,personal
68,1,1,1,0,0,0,India,desktop,personal
69,1,1,1,1,1,1,UK,mobile,personal
70,1,0,0,0,0,0,Other,desktop,personal
71,1,1,0,0,0,0,EU,desktop,personal
72,1,1,1,1,1,0,UK,desktop,personal
73,1,1,0,0,0,0,UK,mobile,personal
74,1,0,0,0,0,0,India,mobile,personal
75,1,1,0,0,0,0,EU,desktop,business
76,1,1,1,1,0,0,EU,mobile,personal
77,1,1,0,0,0,0,EU,mobile,personal
78,1,1,0,0,0,0,UK,mobile,personal
79,1,1,1,0,0,0,US,mobile,business
80,1,1,0,0,0,0,UK,desktop,personal
81,1,0,0,0,0,0,India,mobile,personal
82,1,0,0,0,0,0,EU,mobile,personal
83,1,1,1,0,0,0,UK,desktop,personal
84,1,1,1,1,1,1,UK,mobile,business
85,1,1,0,0,0,0,UK,mobile,personal
86,1,1,1,1,1,0,UK,mobile,personal
87,1,1,1,0,0,0,EU,desktop,personal
88,1,1,1,1,1,1,EU,mobile,personal
89,1,0,0,0,0,0,India,desktop,personal
90,1,1,1,0,0,0,US,mobile,personal
91,1,1,1,0,0,0,UK,mobile,personal
92,1,1,1,1,1,1,EU,mobile,personal
93,1,1,1,0,0,0,EU,mobile,personal
94,1,1,1,0,0,0,US,desktop,personal
95,1,0,0,0,0,0,EU,desktop,personal
96,1,0,0,0,0,0,US,mobile,personal
97,1,1,1,1,0,0,US,mobile,personal
98,1,1,1,0,0,0,US,desktop,personal
99,1,0,0,0,0,0,UK,mobile,business
100,1,1,1,0,0,0,UK,mobile,personal
101,1,1,1,1,0,0,UK,desktop,business
102,1,1,1,1,0,0,EU,mobile,personal
103,1,1,1,0,0,0,UK,desktop,personal
104,1,1,1,1,1,0,US,mobile,personal
105,1,1,1,1,0,0,Other,desktop,personal
106,1,1,1,0,0,0,UK,mobile,personal
107,1,1,1,1,1,1,US,mobile,business
108,1,1,1,1,1,1,EU,mobile,business
109,1,1,0,0,0,0,UK,mobile,personal
110,1,1,0,0,0,0,UK,mobile,personal
111,1,1,1,1,0,0,UK,mobile,business
112,1,1,1,1,0,0,UK,mobile,business
113,1,1,1,1,1,1,Other,desktop,personal
114,1,1,1,1,0,0,India,mobile,personal
115,1,1,1,1,1,1,EU,mobile,personal
116,1,1,1,1,1,0,India,mobile,personal
117,1,1,0,0,0,0,India,mobile,personal
118,1,1,0,0,0,0,UK,mobile,personal
119,1,1,1,1,0,0,India,mobile,personal
120,1,1,0,0,0,0,US,desktop,personal
121,1,1,1,0,0,0,India,mobile,personal
122,1,1,1,1,1,1,India,mobile,business
123,1,1,1,0,0,0,UK,desktop,business
124,1,1,1,1,1,1,UK,desktop,personal
125,1,0,0,0,0,0,UK,mobile,personal
126,1,0,0,0,0,0,US,desktop,personal
127,1,1,1,1,1,1,India,mobile,personal
128,1,1,1,0,0,0,India,desktop,personal
129,1,0,0,0,0,0,UK,mobile,personal
130,1,1,0,0,0,0,US,desktop,personal
131,1,1,1,1,0,0,US,desktop,personal
132,1,1,1,1,1,1,UK,mobile,personal
133,1,0,0,0,0,0,UK,mobile,business
134,1,1,1,1,1,1,UK,mobile,personal
135,1,0,0,0,0,0,Other,mobile,personal
136,1,1,0,0,0,0,UK,mobile,personal
137,1,0,0,0,0,0,US,mobile,personal
138,1,0,0,0,0,0,EU,mobile,personal
139,1,0,0,0,0,0,US,mobile,business
140,1,1,1,0,0,0,Other,mobile,personal
141,1,0,0,0,0,0,Other,mobile,business
142,1,0,0,0,0,0,UK,mobile,personal
143,1,1,0,0,0,0,US,desktop,personal
144,1,1,1,1,1,1,UK,mobile,personal
145,1,1,1,1,1,1,UK,mobile,personal
146,1,1,1,1,1,0,UK,desktop,personal
147,1,1,0,0,0,0,EU,desktop,business
148,1,1,1,1,0,0,US,mobile,personal
149,1,1,0,0,0,0,UK,desktop,personal
150,1,1,1,1,1,1,UK,mobile,business
151,1,1,1,1,0,0,Other,desktop,personal
152,1,1,1,1,1,1,UK,mobile,personal
153,1,0,0,0,0,0,UK,mobile,personal
154,1,1,1,1,1,0,US,mobile,personal
155,1,0,0,0,0,0,Other,desktop,personal
156,1,0,0,0,0,0,UK,mobile,personal
157,1,1,0,0,0,0,EU,mobile,personal
158,1,1,1,0,0,0,EU,mobile,personal
159,1,1,1,1,1,1,UK,desktop,personal
160,1,1,1,1,0,0,EU,desktop,personal
161,1,1,1,1,1,1,US,mobile,personal
162,1,1,0,0,0,0,EU,mobile,business
163,1,0,0,0,0,0,EU,mobile,personal
164,1,1,1,1,0,0,US,mobile,business
165,1,1,1,0,0,0,UK,desktop,personal
166,1,0,0,0,0,0,India,mobile,personal
167,1,0,0,0,0,0,UK,mobile,personal
168,1,0,0,0,0,0,UK,mobile,business
169,1,0,0,0,0,0,UK,mobile,personal
170,1,1,1,0,0,0,US,mobile,business
171,1,0,0,0,0,0,EU,mobile,business
172,1,0,0,0,0,0,UK,mobile,personal
173,1,1,1,1,0,0,US,mobile,personal
174,1,1,1,1,1,1,UK,mobile,personal
175,1,1,1,1,1,1,EU,mobile,personal
176,1,1,0,0,0,0,UK,mobile,personal
177,1,1,1,1,1,1,EU,desktop,business
178,1,1,1,1,0,0,US,mobile,personal
179,1,1,1,0,0,0,Other,mobile,personal
180,1,1,1,1,0,0,UK,desktop,personal
181,1,1,1,1,0,0,UK,desktop,business
182,1,0,0,0,0,0,UK,mobile,personal
183,1,1,1,0,0,0,Other,mobile,business
184,1,1,1,1,1,1,India,mobile,business
185,1,1,1,1,1,1,UK,mobile,personal
186,1,1,0,0,0,0,EU,mobile,personal
187,1,1,1,0,0,0,India,desktop,personal
188,1,1,0,0,0,0,US,desktop,personal
189,1,1,1,1,1,0,US,mobile,personal
190,1,1,1,1,0,0,UK,mobile,personal
191,1,1,1,1,1,0,UK,mobile,personal
192,1,1,1,0,0,0,India,mobile,personal
193,1,1,1,1,1,1,Other,mobile,personal
194,1,0,0,0,0,0,EU,desktop,personal
195,1,1,0,0,0,0,UK,mobile,personal
196,1,0,0,0,0,0,UK,desktop,business
197,1,1,1,1,1,1,EU,desktop,personal
198,1,1,1,1,0,0,India,desktop,personal
199,1,0,0,0,0,0,India,mobile,business
200,1,1,1,1,1,1,EU,mobile,business
201,1,0,0,0,0,0,EU,mobile,personal
202,1,1,1,1,0,0,UK,mobile,personal
203,1,0,0,0,0,0,UK,mobile,personal
204,1,1,1,1,1,0,India,mobile,personal
205,1,0,0,0,0,0,EU,mobile,business
206,1,1,1,1,1,1,UK,mobile,personal
207,1,1,1,0,0,0,UK,desktop,business
208,1,0,0,0,0,0,EU,mobile,personal
209,1,1,0,0,0,0,UK,mobile,personal
210,1,1,1,1,1,1,UK,mobile,personal
211,1,0,0,0,0,0,US,desktop,personal
212,1,1,1,1,1,0,EU,mobile,personal
213,1,1,0,0,0,0,EU,mobile,personal
214,1,1,1,0,0,0,UK,mobile,personal
215,1,1,1,0,0,0,EU,desktop,business
216,1,1,1,1,1,1,UK,desktop,personal
217,1,1,1,1,0,0,UK,mobile,business
218,1,1,1,0,0,0,EU,mobile,personal
219,1,1,1,1,1,0,EU,mobile,business
220,1,1,1,0,0,0,India,mobile,business
221,1,1,1,0,0,0,EU,desktop,personal
222,1,1,1,1,1,1,US,desktop,business
223,1,1,1,0,0,0,UK,desktop,personal
224,1,1,0,0,0,0,US,mobile,business
225,1,1,1,0,0,0,UK,mobile,personal
226,1,1,1,1,0,0,UK,mobile,personal
227,1,0,0,0,0,0,Other,desktop,personal
228,1,1,1,0,0,0,US,desktop,personal
229,1,0,0,0,0,0,India,mobile,personal
230,1,1,1,0,0,0,EU,mobile,business
231,1,1,1,1,1,1,EU,mobile,personal
232,1,1,1,1,1,1,US,mobile,personal
233,1,0,0,0,0,0,US,desktop,business
234,1,1,0,0,0,0,US,mobile,business
235,1,1,0,0,0,0,UK,desktop,personal
236,1,1,1,0,0,0,EU,mobile,personal
237,1,1,1,1,1,0,UK,desktop,personal
238,1,1,0,0,0,0,UK,mobile,business
239,1,1,0,0,0,0,EU,desktop,business
240,1,1,0,0,0,0,UK,mobile,personal
241,1,0,0,0,0,0,Other,mobile,personal
242,1,1,1,0,0,0,Other,mobile,business
243,1,0,0,0,0,0,Other,mobile,business
244,1,0,0,0,0,0,US,mobile,business
245,1,0,0,0,0,0,UK,mobile,personal
246,1,0,0,0,0,0,Other,desktop,personal
247,1,0,0,0,0,0,US,mobile,personal
248,1,1,1,1,1,1,Other,desktop,personal
249,1,1,1,0,0,0,Other,desktop,business
250,1,1,1,1,1,1,India,mobile,personal
251,1,1,1,0,0,0,UK,desktop,business
252,1,1,1,0,0,0,US,mobile,personal
253,1,1,1,1,1,0,India,mobile,business
254,1,1,1,1,1,0,UK,mobile,personal
255,1,0,0,0,0,0,UK,desktop,personal
256,1,1,1,1,1,1,US,mobile,personal
257,1,1,1,0,0,0,Other,mobile,personal
258,1,1,1,1,1,1,EU,mobile,business
259,1,1,1,0,0,0,US,desktop,personal
260,1,0,0,0,0,0,UK,mobile,personal
261,1,1,1,1,1,1,EU,desktop,business
262,1,1,1,1,1,1,Other,desktop,business
263,1,1,1,1,1,1,UK,desktop,personal
264,1,1,1,1,1,1,US,desktop,business
265,1,1,1,0,0,0,India,desktop,personal
266,1,1,1,1,1,1,EU,mobile,personal
267,1,1,1,1,0,0,EU,mobile,personal
268,1,1,1,1,1,1,EU,mobile,personal
269,1,0,0,0,0,0,US,mobile,personal
270,1,1,1,0,0,0,UK,mobile,personal
271,1,1,1,1,1,0,India,mobile,personal
272,1,1,1,0,0,0,India,mobile,business
273,1,1,1,1,1,1,India,desktop,personal
274,1,0,0,0,0,0,Other,mobile,business
275,1,1,1,0,0,0,US,desktop,business
276,1,0,0,0,0,0,US,mobile,personal
277,1,1,0,0,0,0,EU,mobile,personal
278,1,0,0,0,0,0,EU,desktop,personal
279,1,1,0,0,0,0,EU,mobile,business
280,1,1,1,0,0,0,EU,mobile,personal
281,1,1,1,1,1,0,India,mobile,personal
282,1,1,1,1,0,0,UK,mobile,business
283,1,1,1,0,0,0,US,desktop,personal
284,1,1,1,0,0,0,UK,desktop,personal
285,1,0,0,0,0,0,US,mobile,personal
286,1,1,1,0,0,0,UK,mobile,business
287,1,1,0,0,0,0,US,mobile,business
288,1,0,0,0,0,0,US,mobile,personal
289,1,1,1,0,0,0,UK,mobile,personal
290,1,0,0,0,0,0,US,mobile,business
291,1,1,1,0,0,0,UK,mobile,business
292,1,1,1,0,0,0,UK,mobile,business
293,1,1,1,0,0,0,India,mobile,personal
294,1,0,0,0,0,0,US,desktop,business
295,1,0,0,0,0,0,UK,mobile,personal
296,1,0,0,0,0,0,US,desktop,personal
297,1,1,1,1,1,0,EU,desktop,personal
298,1,0,0,0,0,0,UK,mobile,personal
299,1,1,1,1,0,0,EU,mobile,business
300,1,1,1,1,0,0,UK,desktop,personal
301,1,0,0,0,0,0,UK,desktop,business
302,1,1,1,0,0,0,US,desktop,personal
303,1,1,1,1,1,1,US,mobile,personal
304,1,1,1,1,0,0,EU,desktop,personal
305,1,0,0,0,0,0,EU,mobile,personal
306,1,1,0,0,0,0,Other,desktop,personal
307,1,1,1,1,1,1,US,desktop,personal
308,1,0,0,0,0,0,UK,mobile,personal
309,1,1,0,0,0,0,EU,desktop,personal
310,1,1,0,0,0,0,UK,mobile,business
311,1,1,1,1,1,1,US,desktop,personal
312,1,0,0,0,0,0,UK,mobile,personal
313,1,1,1,0,0,0,UK,desktop,personal
314,1,1,1,1,0,0,Other,mobile,business
315,1,1,1,1,0,0,India,desktop,personal
316,1,1,1,0,0,0,EU,mobile,personal
317,1,1,1,1,1,1,US,mobile,business
318,1,1,1,1,1,0,UK,mobile,personal
319,1,1,0,0,0,0,UK,desktop,personal
320,1,0,0,0,0,0,UK,mobile,business
321,1,1,1,1,1,0,US,mobile,personal
322,1,0,0,0,0,0,EU,mobile,personal
323,1,1,0,0,0,0,EU,desktop,personal
324,1,1,1,1,1,1,UK,mobile,business
325,1,1,1,0,0,0,Other,mobile,personal
326,1,0,0,0,0,0,EU,mobile,personal
327,1,1,1,1,1,1,US,mobile,personal
328,1,0,0,0,0,0,EU,mobile,business
329,1,1,1,1,1,1,US,mobile,personal
330,1,1,1,1,1,1,UK,desktop,personal
331,1,1,1,1,1,1,US,desktop,personal
332,1,1,0,0,0,0,EU,mobile,personal
333,1,1,0,0,0,0,UK,mobile,business
334,1,1,1,0,0,0,UK,desktop,personal
335,1,1,1,1,1,1,UK,mobile,business
336,1,1,1,1,1,0,UK,desktop,personal
337,1,1,1,1,1,1,India,mobile,business
338,1,1,1,1,0,0,EU,mobile,personal
339,1,1,1,1,0,0,US,mobile,personal
340,1,1,1,0,0,0,UK,desktop,business
341,1,1,0,0,0,0,US,mobile,business
342,1,0,0,0,0,0,US,mobile,personal
343,1,1,0,0,0,0,UK,mobile,personal
344,1,0,0,0,0,0,US,desktop,personal
345,1,1,1,0,0,0,US,desktop,business
346,1,1,1,1,1,1,EU,mobile,personal
347,1,1,0,0,0,0,EU,mobile,personal
348,1,1,1,1,1,1,UK,desktop,personal
349,1,1,1,1,1,1,US,mobile,business
350,1,1,1,1,0,0,EU,mobile,personal
351,1,1,1,0,0,0,US,mobile,personal
352,1,1,1,1,1,1,India,desktop,personal
353,1,1,1,1,1,1,EU,mobile,personal
354,1,1,1,0,0,0,UK,desktop,personal
355,1,1,1,1,1,1,UK,mobile,business
356,1,0,0,0,0,0,EU,mobile,business
357,1,1,0,0,0,0,UK,desktop,personal
358,1,1,1,1,0,0,US,mobile,business
359,1,0,0,0,0,0,Other,mobile,personal
360,1,1,1,1,1,0,US,mobile,personal
361,1,1,1,1,1,0,US,desktop,business
362,1,1,1,1,0,0,EU,desktop,personal
363,1,1,1,1,1,1,US,desktop,personal
364,1,1,0,0,0,0,US,desktop,business
365,1,1,0,0,0,0,Other,mobile,personal
366,1,1,1,1,0,0,US,mobile,business
367,1,1,1,1,1,1,Other,desktop,business
368,1,1,1,0,0,0,Other,mobile,personal
369,1,1,1,1,1,0,UK,mobile,personal
370,1,0,0,0,0,0,UK,mobile,personal
371,1,0,0,0,0,0,UK,mobile,personal
372,1,1,1,0,0,0,UK,desktop,personal
373,1,0,0,0,0,0,UK,mobile,business
374,1,1,1,1,0,0,EU,mobile,personal
375,1,1,1,0,0,0,UK,desktop,personal
376,1,1,1,1,1,1,UK,mobile,personal
377,1,1,1,1,0,0,India,mobile,personal
378,1,0,0,0,0,0,UK,mobile,business
379,1,1,1,1,0,0,India,desktop,personal
380,1,1,1,1,1,1,UK,desktop,business
381,1,1,1,1,1,1,UK,desktop,personal
382,1,1,1,0,0,0,EU,desktop,personal
383,1,0,0,0,0,0,EU,mobile,personal
384,1,0,0,0,0,0,India,desktop,personal
385,1,1,1,1,1,1,EU,desktop,personal
386,1,1,0,0,0,0,India,mobile,personal
387,1,1,1,1,1,0,UK,mobile,business
388,1,0,0,0,0,0,UK,desktop,personal
389,1,1,1,1,1,0,EU,desktop,business
390,1,0,0,0,0,0,India,desktop,personal
391,1,1,1,0,0,0,Other,desktop,personal
392,1,0,0,0,0,0,US,mobile,personal
393,1,1,1,1,0,0,US,mobile,personal
394,1,1,1,1,1,0,EU,mobile,business
395,1,1,1,0,0,0,UK,mobile,personal
396,1,0,0,0,0,0,Other,desktop,personal
397,1,0,0,0,0,0,India,mobile,personal
398,1,1,1,1,1,0,US,mobile,personal
399,1,1,1,1,1,0,EU,mobile,business
400,1,0,0,0,0,0,EU,mobile,personal
401,1,0,0,0,0,0,UK,mobile,personal
402,1,1,1,1,1,0,Other,mobile,personal
403,1,1,0,0,0,0,US,mobile,business
404,1,1,1,0,0,0,India,mobile,personal
405,1,0,0,0,0,0,UK,desktop,personal
406,1,1,1,0,0,0,India,mobile,personal
407,1,1,1,1,1,0,US,mobile,business
408,1,1,0,0,0,0,UK,mobile,personal
409,1,1,1,1,1,0,Other,mobile,personal
410,1,1,1,1,1,1,UK,mobile,personal
411,1,1,1,1,1,1,UK,desktop,personal
412,1,1,1,1,1,0,Other,desktop,personal
413,1,1,0,0,0,0,Other,mobile,personal
414,1,0,0,0,0,0,US,mobile,personal
415,1,1,1,1,1,0,EU,desktop,personal
416,1,1,1,1,1,0,US,desktop,personal
417,1,1,0,0,0,0,UK,desktop,business
418,1,0,0,0,0,0,UK,mobile,business
419,1,0,0,0,0,0,EU,mobile,business
420,1,1,1,1,1,1,EU,mobile,personal
421,1,0,0,0,0,0,EU,mobile,personal
422,1,1,1,1,1,0,EU,mobile,business
423,1,1,1,1,1,1,UK,mobile,personal
424,1,1,1,0,0,0,US,mobile,personal
425,1,0,0,0,0,0,UK,desktop,business
426,1,1,1,1,1,0,US,desktop,personal
427,1,0,0,0,0,0,US,mobile,personal
428,1,0,0,0,0,0,India,desktop,personal
429,1,1,1,1,1,0,US,mobile,personal
430,1,1,1,0,0,0,UK,desktop,personal
431,1,1,1,1,1,1,UK,mobile,business
432,1,0,0,0,0,0,EU,mobile,personal
433,1,1,1,0,0,0,EU,mobile,personal
434,1,1,1,1,1,1,UK,mobile,business
435,1,0,0,0,0,0,UK,desktop,personal
436,1,0,0,0,0,0,EU,mobile,personal
437,1,1,1,1,1,1,UK,mobile,personal
438,1,0,0,0,0,0,India,mobile,business
439,1,1,0,0,0,0,EU,mobile,personal
440,1,1,1,0,0,0,UK,mobile,personal
441,1,1,1,0,0,0,UK,desktop,personal
442,1,1,1,0,0,0,Other,desktop,personal
443,1,1,1,1,1,0,US,desktop,personal
444,1,1,1,1,1,1,US,desktop,personal
445,1,1,1,1,1,0,India,mobile,personal
446,1,0,0,0,0,0,Other,desktop,personal
447,1,1,1,1,1,1,Other,mobile,personal
448,1,1,1,1,1,1,EU,desktop,personal
449,1,1,0,0,0,0,US,mobile,personal
450,1,1,1,1,1,1,UK,desktop,business
451,1,1,1,1,1,1,EU,desktop,business
452,1,0,0,0,0,0,US,desktop,business
453,1,1,1,1,0,0,US,desktop,personal
454,1,0,0,0,0,0,Other,desktop,personal
455,1,1,1,0,0,0,UK,desktop,personal
456,1,1,1,1,1,1,US,mobile,personal
457,1,1,1,0,0,0,UK,mobile,personal
458,1,1,1,1,1,0,US,mobile,personal
459,1,0,0,0,0,0,UK,mobile,personal
460,1,1,1,1,1,0,UK,mobile,personal
461,1,1,1,0,0,0,UK,mobile,personal
462,1,1,1,1,1,1,EU,mobile,personal
463,1,1,1,1,1,0,EU,desktop,personal
464,1,1,1,0,0,0,US,desktop,personal
465,1,1,0,0,0,0,Other,mobile,business
466,1,1,1,0,0,0,US,mobile,personal
467,1,1,1,0,0,0,UK,mobile,personal
468,1,1,1,1,1,0,India,mobile,business
469,1,1,1,0,0,0,UK,desktop,personal
470,1,0,0,0,0,0,Other,mobile,personal
471,1,1,0,0,0,0,UK,mobile,personal
472,1,1,0,0,0,0,Other,desktop,personal
473,1,1,1,1,1,0,UK,desktop,personal
474,1,1,1,1,1,1,India,mobile,personal
475,1,1,1,0,0,0,US,desktop,personal
476,1,0,0,0,0,0,Other,mobile,business
477,1,0,0,0,0,0,UK,mobile,personal
478,1,1,0,0,0,0,US,mobile,personal
479,1,1,1,1,1,1,Other,mobile,personal
480,1,1,1,1,1,0,US,mobile,personal
481,1,1,1,1,1,1,EU,mobile,business
482,1,1,1,1,1,1,EU,desktop,personal
483,1,0,0,0,0,0,US,desktop,business
484,1,0,0,0,0,0,EU,mobile,personal
485,1,1,0,0,0,0,US,mobile,business
486,1,1,1,1,1,0,Other,desktop,personal
487,1,1,1,0,0,0,UK,mobile,personal
488,1,1,1,1,1,0,UK,desktop,business
489,1,1,1,1,1,0,Other,mobile,business
490,1,1,1,0,0,0,India,mobile,personal
491,1,1,1,1,0,0,US,mobile,business
492,1,1,0,0,0,0,EU,mobile,personal
493,1,1,1,1,1,1,UK,mobile,personal
494,1,1,1,0,0,0,UK,mobile,personal
495,1,1,1,1,1,1,US,mobile,personal
496,1,1,0,0,0,0,US,mobile,business
497,1,1,1,1,1,0,US,mobile,personal
498,1,1,0,0,0,0,UK,mobile,personal
499,1,1,1,1,1,1,Other,mobile,personal
500,1,1,1,0,0,0,Other,mobile,personal
501,1,0,0,0,0,0,EU,mobile,personal
502,1,1,1,0,0,0,US,mobile,personal
503,1,1,1,0,0,0,UK,desktop,personal
504,1,0,0,0,0,0,India,mobile,personal
505,1,1,1,0,0,0,EU,desktop,personal
506,1,1,0,0,0,0,UK,mobile,personal
507,1,1,1,0,0,0,Other,mobile,personal
508,1,1,1,1,1,1,India,mobile,personal
509,1,1,0,0,0,0,Other,desktop,personal
510,1,1,1,1,1,0,EU,mobile,personal
511,1,1,1,1,0,0,EU,mobile,personal
512,1,1,1,1,0,0,US,mobile,personal
513,1,1,1,0,0,0,Other,mobile,business
514,1,1,1,0,0,0,India,mobile,personal
515,1,1,1,1,1,1,UK,mobile,personal
516,1,1,1,1,0,0,UK,mobile,personal
517,1,1,0,0,0,0,US,mobile,personal
518,1,0,0,0,0,0,India,mobile,business
519,1,1,1,1,0,0,Other,desktop,business
520,1,1,1,0,0,0,UK,desktop,personal
521,1,1,1,1,1,1,US,mobile,personal
522,1,1,1,1,0,0,US,desktop,business
523,1,1,1,1,1,1,Other,desktop,personal
524,1,1,1,0,0,0,India,mobile,business
525,1,1,1,0,0,0,India,mobile,business
526,1,1,0,0,0,0,US,desktop,personal
527,1,1,1,0,0,0,US,mobile,business
528,1,1,1,0,0,0,UK,mobile,business
529,1,1,1,0,0,0,UK,desktop,business
530,1,1,1,0,0,0,India,mobile,personal
531,1,1,1,0,0,0,India,desktop,personal
532,1,1,1,1,0,0,Other,desktop,personal
533,1,1,1,1,0,0,Other,desktop,personal
534,1,1,1,1,0,0,US,mobile,personal
535,1,0,0,0,0,0,EU,mobile,personal
536,1,1,1,0,0,0,Other,mobile,personal
537,1,1,1,1,1,1,India,mobile,personal
538,1,1,1,1,0,0,UK,mobile,personal
539,1,1,1,1,1,1,US,mobile,personal
540,1,1,1,1,0,0,UK,mobile,personal
541,1,0,0,0,0,0,Other,mobile,personal
542,1,1,1,0,0,0,EU,mobile,personal
543,1,0,0,0,0,0,UK,desktop,business
544,1,1,1,0,0,0,EU,desktop,personal
545,1,0,0,0,0,0,EU,desktop,personal
546,1,1,1,0,0,0,US,mobile,business
547,1,1,1,1,1,1,UK,desktop,business
548,1,0,0,0,0,0,EU,desktop,personal
549,1,1,0,0,0,0,US,mobile,business
550,1,0,0,0,0,0,EU,mobile,business
551,1,1,1,1,0,0,US,mobile,personal
552,1,0,0,0,0,0,India,mobile,personal
553,1,1,1,0,0,0,US,mobile,personal
554,1,1,1,1,1,1,US,mobile,personal
555,1,1,1,1,1,1,India,desktop,personal
556,1,1,1,1,1,1,US,mobile,business
557,1,1,1,0,0,0,UK,mobile,personal
558,1,0,0,0,0,0,UK,desktop,personal
559,1,1,0,0,0,0,EU,mobile,personal
560,1,1,1,0,0,0,EU,desktop,personal
561,1,1,1,0,0,0,EU,mobile,personal
562,1,1,1,1,1,1,UK,desktop,personal
563,1,1,1,1,0,0,UK,mobile,personal
564,1,0,0,0,0,0,UK,mobile,business
565,1,1,1,1,1,1,US,mobile,personal
566,1,1,1,0,0,0,US,desktop,personal
567,1,0,0,0,0,0,US,desktop,personal
568,1,1,1,0,0,0,US,mobile,personal
569,1,1,1,1,1,0,Other,desktop,personal
570,1,1,1,0,0,0,UK,mobile,personal
571,1,1,1,1,1,0,US,mobile,personal
572,1,1,1,1,1,1,EU,desktop,personal
573,1,1,1,0,0,0,US,mobile,personal
574,1,1,1,0,0,0,EU,mobile,personal
575,1,1,1,1,0,0,India,desktop,business
576,1,0,0,0,0,0,Other,desktop,personal
577,1,1,1,1,1,0,UK,desktop,business
578,1,1,0,0,0,0,Other,desktop,personal
579,1,0,0,0,0,0,US,mobile,personal
580,1,1,1,1,1,1,UK,desktop,personal
581,1,1,1,1,0,0,US,mobile,business
582,1,0,0,0,0,0,Other,desktop,personal
583,1,1,1,1,1,0,US,mobile,personal
584,1,0,0,0,0,0,UK,mobile,personal
585,1,0,0,0,0,0,EU,mobile,personal
586,1,1,1,1,1,1,UK,mobile,business
587,1,1,1,1,0,0,UK,mobile,personal
588,1,1,1,0,0,0,UK,desktop,personal
589,1,0,0,0,0,0,UK,desktop,business
590,1,0,0,0,0,0,UK,mobile,personal
591,1,1,1,1,1,1,UK,desktop,personal
592,1,1,1,0,0,0,EU,mobile,business
